titleRestaurant,adress,information,kitchens,number_of_comments,phoneNumber,price,score,special_types_of_diets,average_price,price_min
Galata Sembol Balik Restaurant,"Eminonu Bogaz Tarafi No:8-9 Eminonu / Ist, İstanbul 34000 Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Avrupa","Öğle Yemeği, Akşam Yemeği",218,+90 212 527 83 33,,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Bebek Sandalyesi Var, Alkol Var, Tüm İçkiler, Masaya Servis",177.5,177.5
Hasan Usta Kebap,"Koşuyolu Mahallesi Dr. Eyüp Aksoy Caddesi No: 29 Siyami Ersek Hastanesi Civarı, İstanbul 34716 Türkiye,İnternet sitesi","Biftek Restoranı,Türk","Biftek Restoranı, Türk",146,+90 216 418 01 01,71-284,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, İçecekler",177.5,177.5
Köşebaşı Beylikdüzü,"Hürriyet Bulvarı, Skyport Residence No: 1/22 Beylikdüzü, İstanbul Türkiye,İnternet sitesi,Menü","Barbekü,Türk,Helal","Barbekü, Türk",131,+90 212 876 88 24,71-284,4.0,Helal,177.5,177.5
Köşebaşı Levent,"Çamlık Sokak No:15 3. Levent, İstanbul 34330 Türkiye,İnternet sitesi,Menü","Türk,Helal",Türk,89,+90 212 270 24 33,71-284,4.0,Helal,177.5,177.5
Rast Restaurant & Cafe,"Binbirdirek Mh. Klodfarer Cd. No:6, İstanbul 34122 Türkiye,İnternet sitesi",Türk,Türk,34,+90 212 638 16 38,71-284,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",177.5,177.5
Şömine Restoran,"Kennedy Caddesi, Sahil Yolu No: 12 Sultanahmet, Ahırkapı, İstanbul 34122 Türkiye,İnternet sitesi","Bar,Barbekü,Avrupa","Bar, Barbekü, Avrupa, Bar, Türk",9,+90 212 516 23 13,71-284,4.0,"Kahvaltı, İçecekler, Öğle Yemeği, Akşam Yemeği",177.5,177.5
Hadi Karakoy,"Rıhtım Cad. Yuva Sok. No:6 Kermankeş Mah., İstanbul 34425 Türkiye,İnternet sitesi","Lübnan,Akdeniz,Türk","Lübnan, Akdeniz, Türk, Yunan",29,+90 212 245 55 03,50-300,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi, İçecekler",175.0,175.0
Oligark Wine & Dine,"Kurucesme Mahallesi Muaalim Naci Caddesi No:58 Kurucesme, İstanbul 34345 Türkiye,İnternet sitesi","Bar,Avrupa,Bar","Bar, Bar, Avrupa",18,+90 212 265 65 12,50-300,4.0,"Akşam Yemeği, Öğle Yemeği, Gece Eğlencesi, İçecekler",175.0,175.0
Şaşkın Et,"Şerifali Mahallesi, Kıble Sk. No: 25/1 Kadıköy, İstanbul 34775 Türkiye,İnternet sitesi,Menü","Biftek Restoranı,Akdeniz,Türk","Biftek Restoranı, Akdeniz, Türk",18,+90 216 275 78 45,50-300,4.0,"Öğle Yemeği, Akşam Yemeği, Kahvaltı",175.0,175.0
Malta Kosku,"Yildiz Mah. Yildiz Korusu Ciragan Cad. Gayrettepe, Besiktas, İstanbul Türkiye,İnternet sitesi",Türk,"Akşam Yemeği, Brunch, Kahvaltı, Öğle Yemeği",97,2589453,,4.0,"Açık Havada Oturma, Oturma, Otopark Var, Masaya Servis",174.0,174.0
Ramazan Bingöl Et Lokantası,"Oruç Reis Mah. Giyimkent Cd. No: 7, İstanbul 34235 Türkiye,İnternet sitesi,Menü","Barbekü,Türk,Lokanta","Türk, Barbekü, Lokanta, Çorbalar, Arap",90,+90 212 438 30 83,40-300,4.0,"Helal, Vejetaryen Dostu",170.0,170.0
Dubb Indian Bosphorus Restaurant,"Harbiye Mah. Cumhuriyet Cad. No: 50 Şişli, Hilton Bosphorus, İstanbul 34367 Türkiye,İnternet sitesi,Menü","Hint,Asya,Vejetaryen Dostu","Hint, Asya",81,+90 212 343 80 81,90-250,4.0,"Vejetaryen Dostu, Vegan Seçenekleri, Helal",170.0,170.0
Anjelique,"Salhane Sok. No: 5 Ortaköy, İstanbul Türkiye,İnternet sitesi","Bar,Uluslararası,Avrupa","Akşam Yemeği, Öğle Yemeği, Gece Eğlencesi, İçecekler",221,+90 212 327 28 44,,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Tüm İçkiler, Otopark Var, Masaya Servis",162.5,162.5
Da Mario,"Dilhayat Sok. No: 7 Etiler, Beşiktaş, İstanbul Türkiye,İnternet sitesi,Menü","İtalyan,Pizza,Akdeniz","İtalyan, Pizza, Akdeniz, Avrupa",192,+90 212 265 15 96,125-200,4.0,"Vejetaryen Dostu, Vegan Seçenekleri",162.5,162.5
Sur Balık Haliç,"Kadir Has Caddesi No: 2 Cibali, İstanbul Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Akşam Yemeği, Öğle Yemeği",75,+90 212 531 35 93,,4.0,"Rezervasyonlar, Açık Havada Oturma, Otopark Var, Cadde Üzerinde Park, Vale Otopark, Televizyon, Bebek Sandalyesi Var, Tekerlekli Sandalye İle Erişim, Alkol Var, Tüm İçkiler, Şarap ve Bira, American Express Kabul Ediliyor, Mastercard Kabul Ediliyor, Visa Kabul Ediliyor, Ücretsiz Wifi, Oturma, Kredi Kartı Geçerli, Masaya Servis",162.5,162.5
Ayvalık Feneryolu Balıkçısı,"Fenerbahçe Mahallesi, Bağdat Caddesi No: 142/A Kadıköy, Feneryolu, İstanbul Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Akşam Yemeği, Öğle Yemeği",46,+90 216 550 80 01,,4.0,"Rezervasyonlar, Oturma, Alkol Var, Masaya Servis",162.5,162.5
Liya All,"Sedef Adasi, İstanbul Türkiye,İnternet sitesi,Menü","Amerikan,Deniz Mahsülleri,Türk","Türk, Amerikan, Deniz Mahsülleri, Bar",18,+90 545 820 20 00,75-250,4.0,"Öğle Yemeği, Akşam Yemeği, İçecekler",162.5,162.5
Sultanahmet Terrace Restaurant,"Cankurtaran Mh, Mimar Mehmet Ağa Cd 13 Sultanahmet, İstanbul 34122 Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Barbekü","Akdeniz, Deniz Mahsülleri, Barbekü",65,+90 212 511 15 00,22-300,4.0,"Vejetaryen Dostu, Vegan Seçenekleri, Helal",161.0,161.0
Chilai,"Bebek Mah. Cevdet Paşa Cad. No: 60 Beşiktaş, İstanbul Türkiye,İnternet sitesi,Menü","Bar,Uluslararası,Akdeniz","Vejetaryen Dostu, Vegan Seçenekleri",288,+90 212 263 63 15,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch, Gece Eğlencesi, İçecekler",159.5,159.5
Mangerie,"Cevdet Paşa Cad. No:69 K:3 Bebek, İstanbul Türkiye,İnternet sitesi,Menü","Kafe,Uluslararası,Akdeniz","Kafe, Akdeniz, Avrupa, Türk, Uluslararası",264,+90 212 263 51 99,142-177,4.0,"Vejetaryen Dostu, Vegan Seçenekleri",159.5,159.5
Cankurtaran Sosyal Tesisleri,"Cankurtaran Mahallesi, İskele Sok. No: 1 Ahırkapı, Fatih, İstanbul Türkiye,İnternet sitesi","Deniz Mahsülleri,Türk,Helal",Helal,131,+90 212 458 54 14,,4.0,"Öğle Yemeği, Akşam Yemeği, Kahvaltı, Gece Eğlencesi",159.5,159.5
Arnavutköy Balıkçısı,"Arnavutköy Mahallesi, Arnavutköy Yolu No: 4 Beşiktaş, İstanbul 34345 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk",Vejetaryen Dostu,115,+90 212 257 05 25,,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",159.5,159.5
Fener Lokantası,"Yeşilyurt Mah. Fener Mevki Feneryolu Cad. No:1 Ataköy, Bakırköy, İstanbul Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz","Öğle Yemeği, Akşam Yemeği",114,6627070,,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Bebek Sandalyesi Var, Tekerlekli Sandalye İle Erişim, Alkol Var, Tüm İçkiler, Masaya Servis, Otopark Var, İndirimli Park Hizmeti",159.5,159.5
Cibalikapı Balıkçısı ,"Kadir Has Cad. No: 5 Fatih, Cibali, Haliç, İstanbul 34083 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Deniz Mahsülleri, Akdeniz, Türk",113,+90 212 533 28 46,142-177,4.0,Helal,159.5,159.5
Warung Ibu Deden,"Kucuk Ayasofya Mahallesi, Nakilbent Caddesi No:29-B Sultanahmet, İstanbul 34120 Türkiye,İnternet sitesi","Asya,Endonezya,Helal",Helal,22,+90 534 278 34 54,,4.0,"Öğle Yemeği, Akşam Yemeği",159.5,159.5
Adana Dostlar Kebapçısı,"Barbaros Mahallesi, Halk Caddesi No: 31 Ataşehir, Palladium AVM Karşısı, İstanbul Türkiye,İnternet sitesi","Türk,Helal",Türk,18,+90 216 472 90 93,142-177,4.0,Helal,159.5,159.5
Köfteci Mehmet Usta,"Yıldırım Mahallesi, Şehit Kamil Balkan Caddesi, Akyar Sok. No: 48/A Bayrampaşa, İstanbul 34045 Türkiye,İnternet sitesi","Türk,Lokanta","Türk, Lokanta",14,+90 212 616 88 05,35-284,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",159.5,159.5
Karisma Sen Restaurant 1938,"Karışmasen Restaurant Sultanahmet, Fatih, İstanbul 34122 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Avrupa","Deniz Mahsülleri, Avrupa, Akdeniz, Türk",195,+90 212 458 00 81,100-200,4.0,"Öğle Yemeği, Akşam Yemeği, İçecekler, Gece Eğlencesi",150.0,150.0
Vira Vira,"Arnavutköy Caddesi 53, İstanbul 34340 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Akşam Yemeği, Gece Eğlencesi",186,+90 212 257 18 05,,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Masaya Servis",147.5,147.5
Faros Restaurant Taksim,"Cumhuriyet Caddesi No:31 | A Elmadag / TAKSİM, İstanbul 34373 Türkiye,İnternet sitesi,Menü","İtalyan,Pizza,Akdeniz","İtalyan, Pizza, Akdeniz, Avrupa, Türk",484,+90 212 297 60 77,71-213,4.0,"Vejetaryen Dostu, Vegan Seçenekleri, Helal, Glütensiz Seçenekler",142.0,142.0
Kıraça Balık Lokantası,"Cami Mah. Cumhuriyet Cad. No: 74 Tuzla, İstanbul 34900 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Deniz Mahsülleri, Akdeniz, Türk, Lokanta",215,+90 216 446 84 83,71-213,4.0,"Öğle Yemeği, Akşam Yemeği",142.0,142.0
Ayaspaşa Russian Restaurant,"Gümüşsuyu Mahallesi, İnönü Caddesi No: 59/A Beyoğlu, İstanbul Türkiye,İnternet sitesi,Menü","Uluslararası,Avrupa,Rus","Akşam Yemeği, Öğle Yemeği",127,+90 212 243 48 92,,4.0,"Rezervasyonlar, Oturma, Alkol Var, Masaya Servis",142.0,142.0
Kumkapı Historical Restaurant,"Mesih Paşa Mah. Buyuk Komurcu Sok. No:25 Kumkapı, Fatih, İstanbul 34130 Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Avrupa","Avrupa, Deniz Mahsülleri, Akdeniz, Türk",122,+90 212 517 62 51,71-213,4.0,"Öğle Yemeği, Akşam Yemeği, İçecekler",142.0,142.0
Bistro 33,"Caddebostan Mahallesi, Zincirli Köşk Sk. No: 10 Kadıköy, İstanbul Türkiye,İnternet sitesi","Akdeniz,Avrupa,Vejetaryen Dostu",Vejetaryen Dostu,119,+90 216 478 65 50,,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",142.0,142.0
İoki,"Poligon Mahallesi, Sarıyer Cd. 105 C İstinye, İstanbul 34460 Türkiye,İnternet sitesi,Menü","Japon,Suşi,Asya","Vejetaryen Dostu, Vegan Seçenekleri",83,+90 212 323 23 13,,4.0,"Öğle Yemeği, Akşam Yemeği",142.0,142.0
Dörtler Et Lokantası,"Kasaplar Çarşısı No:6 Bostancı, Kadıköy, İstanbul Türkiye,İnternet sitesi,Menü",Türk,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",55,3663498,,4.0,Rezervasyonlar,142.0,142.0
Nişantaşı Başköşe,"Bronz Sokak, No:5 Maçka, İstanbul 34367 Türkiye,İnternet sitesi,Menü","Akdeniz,Barbekü,Türk","Türk, Akdeniz, Barbekü, Ortadoğu",509,+90 212 230 38 68,100-180,4.0,"Vejetaryen Dostu, Helal",140.0,140.0
Diana Restaurant & Pub,"Kemal Pasa Mah. Fethi Bey Cad. Aga Yokusu Sok. No:2 Aga Yokusu sok. No:2, Fatih, İstanbul 34400 Türkiye,İnternet sitesi","Bar,Uluslararası,Türk","Bar, Uluslararası, Türk, Bar",123,+90 212 526 18 53,78-199,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",138.5,138.5
Fish of North,"Yıldız Posta Caddesi, Şişik Apartmanı, B Blok No 46/C-1, İstanbul Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Avrupa","Öğle Yemeği, Akşam Yemeği",50,213 0794,,4.0,"Rezervasyonlar, Oturma, Masaya Servis",138.5,138.5
Garden Et Lokantası,"Kırlangıçdere Mevki E-5 Karayolu Silivri Merkez, İstanbul Türkiye,İnternet sitesi",Türk,"Öğle Yemeği, Akşam Yemeği",19,7236840,,4.0,Tekerlekli Sandalye İle Erişim,138.5,138.5
Lider Pide,"Ihlamurkuyu Mah. Poyraz Cad. No.36 Tepeüstü-Ümraniye, İstanbul 34771 Türkiye,İnternet sitesi,Menü","Türk,Helal",Türk,250,+90 216 415 59 55,25-250,4.0,Helal,137.5,137.5
Venge,"3.Levent, İstanbul Türkiye,İnternet sitesi,Menü","Barbekü,Türk,Helal",Helal,245,+90 212 281 93 83,,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",137.5,137.5
Azur,"Köybaşı Cd. No:71 Yeniköy mahallesi, İstanbul 34464 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Deniz Mahsülleri, Akdeniz, Türk",60,+90 212 299 97 98,25-250,4.0,"Öğle Yemeği, Akşam Yemeği, İçecekler",137.5,137.5
Kadi Nimet Balikcilik,"Serasker Cad. Tarihi Balikcilar Carsisi No:10/A Caferaga, Kadikoy, İstanbul Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",340,3487389,,4.0,"Paket Yemek, Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Ücretsiz Wifi, Kredi Kartı Geçerli, Masaya Servis, Canlı Müzik",136.5,136.5
Meşale Cafe,"Arasta Çarşısı No:45 Sultanahmet, İstanbul Türkiye,İnternet sitesi","Kafe,Türk,Ortadoğu","Vejetaryen Dostu, Helal",538,+90 212 518 95 62,,4.0,"Öğle Yemeği, Akşam Yemeği, Brunch, Gece Eğlencesi",135.0,135.0
Kafe Pi Asmalımescit Bomonti Brasserie,"Asmalimescit Mah. Sofyalı Sok. No: 11 Beyoğlu, İstanbul 34345 Türkiye,İnternet sitesi,Menü","Bar,Avrupa,Türk","Bar, Avrupa, Türk, Bar",31,+90 212 245 76 10,57-213,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi, İçecekler",135.0,135.0
Balık Osman Rastaurant,"Mimarsinan Merkez Mahallesi, İskele Cad No: 3 Büyükçekmece, İstanbul 34500 Türkiye,İnternet sitesi","Deniz Mahsülleri,Türk","Deniz Mahsülleri, Türk",67,+90 212 883 21 38,92-177,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",134.5,134.5
Köfteci Yusuf,"Küçükbakkalköy Mah. Şehit Şakir Elkovan Cad. No :20, İstanbul Türkiye,İnternet sitesi","Biftek Restoranı,Türk,Helal",Helal,585,+90 444 6 162,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch",127.5,127.5
Divan,"Amiral Fahri Korutürk Yat Limanı Kalamış, Kadıköy, İstanbul Türkiye,İnternet sitesi","Akdeniz,Türk","Öğle Yemeği, Kahvaltı, Akşam Yemeği, Gece Eğlencesi",46,+90 216 414 57 03,,4.0,"Açık Havada Oturma, Oturma, Rezervasyonlar, Bebek Sandalyesi Var, Alkol Var, Masaya Servis",127.5,127.5
Yıdızlar Restaurant,"Galata Köprüsü Altı No: 10 Eminönü, İstanbul 34112 Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Avrupa","Vejetaryen Dostu, Helal, Glütensiz Seçenekler",884,+90 212 528 92 48,,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",125.5,125.5
Jash İstanbul,"Pürtelaş Mah. Cihangir Cad. No:9 Cihangir, Beyoğlu, İstanbul 34427 Türkiye,İnternet sitesi,Menü","Türk,Ermeni,Vejetaryen Dostu",Vejetaryen Dostu,157,+90 212 244 30 42,,4.0,"Akşam Yemeği, Öğle Yemeği, Gece Eğlencesi",125.5,125.5
Kaşıbeyaz Florya,"Şenlik Mah. Çatal Sokak No: 19/1 Florya, İstanbul 34153 Türkiye,İnternet sitesi,Menü","Türk,Vejetaryen Dostu,Helal",Türk,336,+90 850 441 2040,100-150,4.0,"Vejetaryen Dostu, Helal",125.0,125.0
Fit Kitchen,"Suadiye, Kazım Özalp Sk. No:29 Kadikoy, İstanbul 34740 Türkiye,İnternet sitesi,Menü","Mangal,Sağlıklı,Vejetaryen Dostu",Vejetaryen Dostu,33,+90 216 350 03 48,,4.0,Akşam Yemeği,125.0,125.0
Dolphin Class Restaurant,"Yeni Mahalle Caddesi Camii Arkasi Sk Sariyer, İstanbul Türkiye,İnternet sitesi",Deniz Mahsülleri,"Öğle Yemeği, Akşam Yemeği",2,+90 212 242 87 05,,4.0,Rezervasyonlar,125.0,125.0
Midpoint,"İstiklal Cad. No:187 Beyoğlu Merkez, İstanbul Türkiye,İnternet sitesi,Menü","Bar,Uluslararası,Akdeniz","Vejetaryen Dostu, Vegan Seçenekleri, Helal, Glütensiz Seçenekler",2961,2457040,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch, Gece Eğlencesi, İçecekler",124.0,124.0
MSA'nın Restoranı,"Emirgan Mahallesi, Sakıp Sabancı Caddesi No: 42 Sarıyer, Sakıp Sabancı Müzesi, İstanbul Türkiye,İnternet sitesi,Menü","Uluslararası,Vejetaryen Dostu,Vegan Seçenekleri","Vejetaryen Dostu, Vegan Seçenekleri",56,+90 212 323 30 30,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch",124.0,124.0
Nar Cafe,"Yahya Kemal Cad. No.16/B Rumeli HisarI, İstanbul 80880 Türkiye,İnternet sitesi","İtalyan,Kafe,Türk","Kafe, İtalyan, Türk",51,+90 212 263 24 46,106-142,4.0,Vejetaryen Dostu,124.0,124.0
Haci Abdullah Lokantasi,"Atıf Yılmaz Cd. 9/A Huseyinağa Mahallesi, İstanbul 34440 Türkiye,İnternet sitesi,Menü","Uluslararası,Türk,Sağlıklı","Türk, Uluslararası, Sağlıklı",559,+90 212 293 85 61,85-156,4.0,"Vejetaryen Dostu, Vegan Seçenekleri, Helal",120.5,120.5
Amiralto Rooftop Restaurant & Bar,"Kucuk Ayasofya Mah. Mustafapasa Sok. No: 43 Sultanahmet Rooftop Of The Hotel Amira Istanbul, İstanbul 34122 Türkiye,İnternet sitesi,Menü","Akdeniz,Türk","Akdeniz, Türk",10,+90 212 516 16 40,68-170,4.0,"Öğle Yemeği, Akşam Yemeği, Brunch, İçecekler",119.0,119.0
Biget,"Fatih Mahallesi, Gazi Mustafa Kemal Caddesi No: 10/A Büyükçekmece, İstanbul Türkiye,İnternet sitesi","Türk,Helal",Helal,48,+90 212 882 35 46,,4.0,"Öğle Yemeği, Akşam Yemeği",117.5,117.5
Sarnıç Hotel Restaurant,"Küçük Ayasofya Mh. Küçük Ayasofya Cd. No: 26 Sultanahmet, İstanbul 34400 Türkiye,İnternet sitesi","Avrupa,Türk,Bar",Vejetaryen Dostu,33,+90 212 518 23 23,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",117.5,117.5
Misina Balık Restoran,"Cadebostan Mah, Prof Dr. Hulisi Behçet Cad, No: 10 Göztepe, İstanbul 34728 Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Türk","Yunan, Deniz Mahsülleri, Akdeniz, Türk",30,+90 216 350 80 90,35-200,4.0,"Öğle Yemeği, Akşam Yemeği, İçecekler",117.5,117.5
Meat Chef Steakhouse,"Ankara Cad. No:147/6 D:237 Kordonboyu Mahallesi, İstanbul 34860 Türkiye,İnternet sitesi,Menü",Biftek Restoranı,Biftek Restoranı,21,+90 216 504 26 36,35-200,4.0,"Öğle Yemeği, Akşam Yemeği, Kahvaltı, Brunch, Gece Eğlencesi, İçecekler",117.5,117.5
Hayat Cihangir,"Kılıç Ali Paşa Mah. Akarsu Cad. No: 23A, İstanbul 34433 Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Türk","Akşam Yemeği, Gece Eğlencesi",184,+90 212 293 53 74,,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Masaya Servis, Tüm İçkiler",115.0,115.0
Olimpiyat 2 Minas,"Kumkapı , samsa sokak no:7, İstanbul 34130 Türkiye,İnternet sitesi","Deniz Mahsülleri,Türk","Akşam Yemeği, Öğle Yemeği, Gece Eğlencesi",80,+90 212 517 22 40,,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Masaya Servis",115.0,115.0
Must Nişantaşı,"Harbiye Mahallesi, Mim Kemal Öke Caddesi No: 11/A Nişantaşı, İstanbul 34367 Türkiye,İnternet sitesi,Menü","Uluslararası,Avrupa,Vejetaryen Dostu","Uluslararası, Avrupa",58,+90 212 296 92 86,80-150,4.0,"Vejetaryen Dostu, Vegan Seçenekleri",115.0,115.0
Angel Blue,"Baltalimanı Cad. No: 82 Rumelihisarı, Sarıyer, İstanbul Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Avrupa","Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",612,+90 212 229 25 25,,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Otopark Var, İndirimli Park Hizmeti, Vale Otopark, Tekerlekli Sandalye İle Erişim, Alkol Var, Masaya Servis",113.0,113.0
Hatay Medeniyetler Sofrasi Taksim,"Katip Çelebi Mah, 34433   İstiklal Caddesi, No:39 Taksim, İstanbul 34433 Türkiye,İnternet sitesi,Menü","Akdeniz,Barbekü,Türk","Akdeniz, Barbekü, Türk",721,+90 212 293 31 31,25-200,4.0,"Vegan Seçenekleri, Helal",112.5,112.5
Barba Rasimo Meyhane,"İstiklal Caddesi No: 187 Beyoğlu, Kat: 7, İstanbul 34433 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Türk,Yunan","Deniz Mahsülleri, Türk, Yunan",22,+90 212 245 77 82,75-150,4.0,"Rezervasyonlar, Açık Havada Oturma, Oturma, Otopark Var, İndirimli Park Hizmeti, Bebek Sandalyesi Var, Alkol Var, Tüm İçkiler, American Express Kabul Ediliyor, Mastercard Kabul Ediliyor, Visa Kabul Ediliyor, Ücretsiz Wifi, Masaya Servis",112.5,112.5
The House Cafe Teşvikiye,"Atiye Sok. İskece Apt. No:10 D:1 Teşvikiye, Şişli, İstanbul Türkiye,İnternet sitesi,Menü","Kafe,Uluslararası,Avrupa",Vejetaryen Dostu,204,+90 444 4 842,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch, Gece Eğlencesi",110.0,110.0
Haskral Hatay Sofrasi,"Sofular Mah. Ragip Bey Sok. No:25/A, İstanbul Türkiye,İnternet sitesi","Akdeniz,Barbekü,Türk",Helal,131,+90 212 534 97 07,,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",110.0,110.0
Dürümcü Baba,"Bostan Sok. No:28 D:1 Yeşilköy, İstanbul 34149 Türkiye,İnternet sitesi,Menü","Biftek Restoranı,Barbekü,Türk",Helal,116,+90 212 662 48 48,,4.0,"Öğle Yemeği, Akşam Yemeği",110.0,110.0
Rose Marine Cafe Restaurant,"Kılıç Ali Paşa Mah. Akarsu Cad. No: 27 Cihangir, Beyoğlu, İstanbul 34443 Türkiye,İnternet sitesi,Menü","Kafe,Akdeniz,Avrupa","Kafe, Akdeniz, Avrupa",97,+90 212 249 62 77,20-200,4.0,Vejetaryen Dostu,110.0,110.0
Meşhur Tavacı Recep Usta,"Altıntepe Mahallesi, Bağdat Caddesi No: 6/1 Kadıköy, Bostancı İskele Karşısı, İstanbul Türkiye,İnternet sitesi,Menü","Türk,Helal",Helal,89,+90 216 367 19 78,,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",110.0,110.0
Papalina Balik Restaurant,"Atakoy Marina Yat Limani Sahil Yolu Atakoy, Bakirkoy, İstanbul Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Türk",Vejetaryen Dostu,84,5601240,,4.0,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",110.0,110.0
Kumkapı Hos Seda Restaurant,"Muhsine Hatun Mah Samsa Ordekli Bakkal Sok. No:1/2 Kumkapi / ISTANBUL, İstanbul 34130 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Avrupa","Akşam Yemeği, Öğle Yemeği, Gece Eğlencesi, İçecekler",513,+90 212 517 84 47,,4.0,"Tüm İçkiler, Rezervasyonlar, Açık Havada Oturma, Oturma, Cadde Üzerinde Park, Ücretsiz Yol Üstü Olmayan Park Yeri, Bebek Sandalyesi Var, Tekerlekli Sandalye İle Erişim, Alkol Var, Şarap ve Bira, American Express Kabul Ediliyor, Mastercard Kabul Ediliyor, Visa Kabul Ediliyor, Sadece Nakit, Ücretsiz Wifi, Masaya Servis, Canlı Müzik",106.5,106.5
Leb-i Derya,"Şahkulu Mah. Kumbaracı Ykş. No: 57 Tünel, Beyoğlu, İstanbul Türkiye,İnternet sitesi,Menü","Avrupa,Türk","Öğle Yemeği, Akşam Yemeği, Kahvaltı, Gece Eğlencesi, İçecekler",250,+90 541 366 84 80,,4.0,"Rezervasyonlar, Oturma, Alkol Var, Masaya Servis, Tüm İçkiler, Ücretsiz Wifi",106.5,106.5
Arada,"Hacımimi Mahallesi, Lüleci Hendek Caddesi No: 23A Galata, Karaköy, Beyoğlu, İstanbul 34425 Türkiye,İnternet sitesi,Menü","Lübnan,Kafe,Akdeniz","Vejetaryen Dostu, Glütensiz Seçenekler, Vegan Seçenekleri, Helal",245,+90 212 243 21 20,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch",106.5,106.5
Happy Moon's,"Fener Kalamis Cad. No:89 Fenerbahce, Kadikoy, İstanbul Türkiye,İnternet sitesi,Menü","Bar,Uluslararası,Avrupa","Vejetaryen Dostu, Vegan Seçenekleri, Helal",195,5500500,,4.0,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch, Gece Eğlencesi",106.5,106.5
Köşebaşı Cadde,"Bağdat Caddesi, Kavrakoğlu Apt. No:235 Göztepe, İstanbul Türkiye,İnternet sitesi,Menü","Türk,Helal",Helal,83,+90 216 467 53 53,,4.0,"Öğle Yemeği, Akşam Yemeği",106.5,106.5
